start in 9
6 -> 15 391
6 -> 16 321
6 -> 17 371
6 -> 18 8
6 -> 19 368
7 -> 0 116
7 -> 1 113
7 -> 2 214
7 -> 3 353
7 -> 4 174
7 -> 5 164
7 -> 6 152
7 -> 8 7
7 -> 9 144
7 -> 10 139
7 -> 11 35
7 -> 12 15
7 -> 13 184
7 -> 14 232
7 -> 15 190
7 -> 16 19
7 -> 17 98
7 -> 18 375
7 -> 19 338
8 -> 0 252
8 -> 1 40
8 -> 2 197
8 -> 3 376
8 -> 4 117
8 -> 5 73
8 -> 6 49
8 -> 7 200
8 -> 9 169
8 -> 10 380
8 -> 11 254
8 -> 12 282
8 -> 13 69
8 -> 14 327
8 -> 15 347
8 -> 16 188
8 -> 17 61
8 -> 18 213
8 -> 19 325
9 -> 0 119
9 -> 1 242
9 -> 2 203
9 -> 3 189
9 -> 4 392
9 -> 5 168
9 -> 6 384
9 -> 7 324
9 -> 8 313
9 -> 10 31
9 -> 11 76
9 -> 12 59
9 -> 13 355
9 -> 14 126
9 -> 15 293
9 -> 16 150
9 -> 17 201
9 -> 18 67
9 -> 19 192
10 -> 0 51
10 -> 1 5
10 -> 2 356
10 -> 3 103
10 -> 4 272
10 -> 5 246
10 -> 6 185
10 -> 7 244
10 -> 8 298
10 -> 9 297
10 -> 11 60
10 -> 12 290
10 -> 13 175
10 -> 14 317
10 -> 15 198
10 -> 16 346
10 -> 17 154
10 -> 18 151
10 -> 19 111
11 -> 0 158
11 -> 1 332
11 -> 2 360
11 -> 3 196
11 -> 4 138
11 -> 5 104
11 -> 6 285
11 -> 7 229
11 -> 8 351
11 -> 9 191
11 -> 10 250
11 -> 12 385
11 -> 13 333
11 -> 14 92
11 -> 15 235
11 -> 16 358
11 -> 17 148
11 -> 18 39
11 -> 19 373
12 -> 0 304
12 -> 1 155
12 -> 2 82
12 -> 3 52
12 -> 4 363
12 -> 5 267
12 -> 6 50
12 -> 7 34
12 -> 8 366
12 -> 9 90
12 -> 10 135
12 -> 11 206
12 -> 13 36
12 -> 14 177
12 -> 15 63
12 -> 16 167
12 -> 17 374
12 -> 18 70
12 -> 19 319
13 -> 0 301
13 -> 1 108
13 -> 2 65
13 -> 3 299
13 -> 4 121
13 -> 5 219
13 -> 6 305
13 -> 7 100
13 -> 8 359
13 -> 9 157
13 -> 10 251
13 -> 11 132
13 -> 12 72
13 -> 14 217
13 -> 15 17
13 -> 16 209
13 -> 17 303
13 -> 18 208
13 -> 19 66
14 -> 0 71
14 -> 1 68
14 -> 2 53
14 -> 3 294
14 -> 4 370
14 -> 5 112
14 -> 6 153
14 -> 7 125
14 -> 8 120
14 -> 9 43
14 -> 10 3
14 -> 11 395
14 -> 12 393
14 -> 13 1
14 -> 15 83
14 -> 16 183
14 -> 17 21
14 -> 18 256
14 -> 19 271
15 -> 0 79
15 -> 1 77
15 -> 2 300
15 -> 3 283
15 -> 4 179
15 -> 5 118
15 -> 6 27
15 -> 7 16
15 -> 8 230
15 -> 9 161
15 -> 10 122
15 -> 11 24
15 -> 12 127
15 -> 13 273
15 -> 14 379
15 -> 16 156
15 -> 17 128
15 -> 18 234
15 -> 19 123
16 -> 0 102
16 -> 1 109
16 -> 2 323
16 -> 3 269
16 -> 4 149
16 -> 5 42
16 -> 6 9
16 -> 7 316
16 -> 8 166
16 -> 9 131
16 -> 10 311
16 -> 11 37
16 -> 12 215
16 -> 13 178
16 -> 14 205
16 -> 15 389
16 -> 17 326
16 -> 18 289
16 -> 19 41
17 -> 0 350
17 -> 1 335
17 -> 2 74
17 -> 3 78
17 -> 4 210
17 -> 5 340
17 -> 6 378
17 -> 7 275
17 -> 8 318
17 -> 9 194
17 -> 10 13
17 -> 11 115
17 -> 12 204
17 -> 13 55
17 -> 14 171
17 -> 15 241
17 -> 16 193
17 -> 18 287
17 -> 19 216
18 -> 0 64
18 -> 1 274
18 -> 2 6
18 -> 3 381
18 -> 4 277
18 -> 5 224
18 -> 6 199
18 -> 7 308
18 -> 8 331
18 -> 9 89
18 -> 10 106
18 -> 11 328
18 -> 12 255
18 -> 13 10
18 -> 14 257
18 -> 15 181
18 -> 16 260
18 -> 17 101
18 -> 19 320
19 -> 0 218
19 -> 1 387
19 -> 2 310
19 -> 3 268
19 -> 4 134
19 -> 5 249
19 -> 6 147
19 -> 7 349
19 -> 8 264
19 -> 9 20
19 -> 10 32
19 -> 11 12
19 -> 12 54
19 -> 13 136
19 -> 14 58
19 -> 15 239
19 -> 16 377
19 -> 17 48
19 -> 18 81
